                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5538,                 2.9924,                 2.6193,                 1.5547,                0.83955,                0.13018,                0.30082,                0.14462,                0.87164,                0.13515,                0.33303,                0.15918,                 1.6465,                 2.9581,                 2.9111,                 1.5558,             0.00065185,             0.00065185,             0.00065185
